author_id,affiliation
Diego García-Saiz,UNIVERSITY OF OKLAHOMA-NORMAN CAMPUS
Marta E. Zorrilla,YESHIVA BAIS AHARON
David A. Castañón,EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST
Kirill Trapeznikov,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH
Venkatesh Saligrama,WEST VIRGINIA UNIVERSITY AT PARKERSBURG
Kyung-Ah Sohn,FRANCISCAN SCHOOL OF THEOLOGY
Seyoung Kim,LANCASTER THEOLOGICAL SEMINARY
Ali Jalali,DEVRY UNIVERSITY-NEW JERSEY
Pradeep Ravikumar,BOWIE STATE UNIVERSITY
Sujay Sanghavi,UNIVERSITY OF THE OZARKS
Vishvas Vasuki,UNIVERSITY OF ADVANCING TECHNOLOGY
Mehreen Saeed,WAYLAND BAPTIST UNIVERSITY
Bing Bai,UNIVERSITY OF PUERTO RICO-MAYAGUEZ
Corinna Cortes,TELSHE YESHIVA-CHICAGO
David Grangier,COLLEGE FOR CREATIVE STUDIES
Jason Weston,YESHIVAT HECHAL SHEMUEL
Mehryar Mohri,BUSHNELL UNIVERSITY
Ronan Collobert,CONCEPTION SEMINARY COLLEGE
David J. C. MacKay,UNIVERSITY OF SAN DIEGO
Iain Murray 0001,SUNY COLLEGE AT PLATTSBURGH
Ryan Prescott Adams,ILLINOIS INSTITUTE OF TECHNOLOGY
Adrian Johnston,EMPORIA STATE UNIVERSITY
Liam P. Maguire,THOMAS AQUINAS COLLEGE
Michael McCann,UNIVERSITY OF FLORIDA
Yuhua Li 0001,ALABAMA A & M UNIVERSITY
Aurélien Garivier,CARIBBEAN UNIVERSITY-CAROLINA
Emilie Kaufmann,AMERICAN JEWISH UNIVERSITY
Olivier Cappé,FONTBONNE UNIVERSITY
Frank D. Wood,OHIO VALLEY UNIVERSITY
Makoto Yamada,NORTHEASTERN UNIVERSITY
Masashi Sugiyama,YESHIVA GEDOLA TIFERES YAAKOV YITZCHOK
Liu Yang 0001,CENTRAL BAPTIST COLLEGE
Steve Hanneke,QUEENS UNIVERSITY OF CHARLOTTE
Cun-Hui Zhang,ACADEMY FOR JEWISH RELIGION-CALIFORNIA
Ping Li 0001,CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ
Christopher R. Dance,UNIVERSITY OF NORTH CAROLINA WILMINGTON
Onno Zoeter,GEORGE FOX UNIVERSITY
Christopher D. Manning,BRIGHAM YOUNG UNIVERSITY
Daniel A. McFarland,CAIRN UNIVERSITY-LANGHORNE
Ramesh Nallapati,MISSISSIPPI COLLEGE
Edoardo M. Airoldi,BAKKE GRADUATE UNIVERSITY
Hossein Azari Soufiani,PLATT COLLEGE-ONTARIO
Leo Zhu,JOHNSON & WALES UNIVERSITY-ONLINE
Li Wan,MISSISSIPPI UNIVERSITY FOR WOMEN
Rob Fergus,AVE MARIA UNIVERSITY
Benjamin Taskar,SOUTH CAROLINA STATE UNIVERSITY
David J. Weiss,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT ANAHEIM
Alexandru Niculescu-Mizil,PRINCETON THEOLOGICAL SEMINARY
Claudia Perlich,RABBINICAL COLLEGE BOBOVER YESHIVA BNEI ZION
Dong Wang,UNIVERSITY OF MINNESOTA-TWIN CITIES
Grzegorz Swirszcz,DOANE UNIVERSITY
Jianying Hu,COLUMBIA COLLEGE
Jing Xiao,UNIVERSITY OF MEMPHIS
Moninder Singh,UNIVERSITY OF THE POTOMAC-VA CAMPUS
Prem Melville,KANSAS STATE UNIVERSITY
Vikas Sindhwani,BENEDICTINE UNIVERSITY
Wei Xiong Shang,CARSON-NEWMAN UNIVERSITY
Yan Liu 0002,CONNECTICUT COLLEGE
Yanfeng Zhu 0001,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-MAYAGUEZ
Chen-Hung Wu,ANDERSON UNIVERSITY
Chen-Tse Tsai,LAKELAND UNIVERSITY
Cheng-Hao Tsai,BAIS MEDRASH TORAS CHESED
Chia-Mau Ni,HEBREW UNION COLLEGE-JEWISH INSTITUTE OF RELIGION
Chieh-Yen Lin,NEW YORK MEDICAL COLLEGE
Chien-Chih Wang,RUSSELL SAGE COLLEGE
Chih-Jen Lin,NEW COLLEGE OF FLORIDA
Chun-Liang Li,SAINT XAVIER UNIVERSITY
Chun-Sung Ferng,BRANDMAN UNIVERSITY
Chung-Yi Li,ARIZONA COLLEGE-TEMPE
Hsuan-Tien Lin,ST. JOHN VIANNEY COLLEGE SEMINARY
Ku-Chun Chou,SOUTHERN UNIVERSITY LAW CENTER
Kuan-Wei Wu,MESIVTA OF EASTERN PARKWAY-YESHIVA ZICHRON MEILECH
Po-Lung Chen,ROSEMONT COLLEGE
Po-Wei Wang,CONCORDIA UNIVERSITY-SAINT PAUL
Rong-Bing Chiu,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS
Shou-De Lin,UNIVERSITY OF WASHINGTON-SEATTLE CAMPUS
Shu-Hao Yu,BETH MEDRASH OF ASBURY PARK
Todd G. McKenzie,MONROE COLLEGE
Tsung-Ting Kuo,YESHIVA SHOLOM SHACHNA
Wei-Lun Su,TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC
Wei-Shih Lin,LAGRANGE COLLEGE
Ya-Hsuan Chang,NEW YORK FILM ACADEMY
Yao-Nan Chen,PRESENTATION COLLEGE
Yu-Cheng Chou,UNIVERSITY OF MASSACHUSETTS-LOWELL
Antoine Bordes,VISIBLE MUSIC COLLEGE
Léon Bottou,THE COLLEGE OF NEW JERSEY
Nicolas Usunier,AUGUSTANA UNIVERSITY
Elad Hazan,UNIVERSITY OF CALIFORNIA-DAVIS
Satyen Kale,SOUTHERN UNIVERSITY AT NEW ORLEANS
Akshat Kumar,TRINITY WASHINGTON UNIVERSITY
Marc Toussaint,UNIVERSITY OF DENVER
Shlomo Zilberstein,WELLS COLLEGE
Gilles Stoltz,NATIONAL LOUIS UNIVERSITY
Shie Mannor,NAZARENE BIBLE COLLEGE
Vianney Perchet,UNIVERSITY OF PHOENIX-NEVADA
Alexander Rakhlin,CENTRAL STATE UNIVERSITY
Ambuj Tewari,DAVIS & ELKINS COLLEGE
Karthik Sridharan,UNIVERSITY OF HAWAII-WEST OAHU
Dario García-García,ST JOHN'S SEMINARY
Robert C. Williamson,TRI-STATE BIBLE COLLEGE
Huan Liu,THOMAS AQUINAS COLLEGE
Iñaki Inza,YESHIVA GEDOLAH ZICHRON LEYMA
Louis Wehenkel,COKER UNIVERSITY
Yvan Saeys,UNIVERSITY OF WISCONSIN-LA CROSSE
Yves Van de Peer,HERZING UNIVERSITY-BROOKFIELD
Gal Elidan,YESHIVA KOLLEL TIFERETH ELIZER
Jiang Wang 0001,STEVENS-HENAGER COLLEGE
Junsong Yuan,KENNESAW STATE UNIVERSITY
Ying Wu 0001,KEENE STATE COLLEGE
Zhuoyuan Chen,COLUMBIA SOUTHERN UNIVERSITY
Arthur Gretton,VIRGINIA UNIVERSITY OF LYNCHBURG
Carlos Guestrin,TRINITY UNIVERSITY
Le Song,ASBURY THEOLOGICAL SEMINARY
Daniel Eaton,JOHNSON UNIVERSITY FLORIDA
Kevin P. Murphy,SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE
Baptiste Jeudy,XAVIER UNIVERSITY
Laurent Miclet,COLUMBIA COLLEGE
Nelly Barbot,METHODIST COLLEGE
Donglin Niu,CROWN COLLEGE
Jennifer G. Dy,GRINNELL COLLEGE
Michael I. Jordan,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY
Geordie Rose,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO
Hartmut Neven,DEVRY UNIVERSITY-COLORADO
Vasil S. Denchev,UNIVERSITY OF NORTH GEORGIA
William G. Macready,KENNESAW STATE UNIVERSITY
Taiji Suzuki,CRISWELL COLLEGE
Menno van Zaanen,JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE
Nanne van Noord,UNIVERSITY OF RIO GRANDE
Alexander J. Smola,OGLETHORPE UNIVERSITY
Alexandros Karatzoglou,ALBION COLLEGE
Markus Weimer,SAMFORD UNIVERSITY
David R. Hardoon,LYON COLLEGE
John Shawe-Taylor,UNITED LUTHERAN SEMINARY
Alexandre Lacoste,UNIVERSITY OF BALTIMORE
François Laviolette,NEW ENGLAND INSTITUTE OF TECHNOLOGY
Mario Marchand,ACADEMY OF ART UNIVERSITY
Eyal Krupka,SEATTLE PACIFIC UNIVERSITY
Duncan A. J. Blythe,CONCORDIA SEMINARY
Frank C. Meinecke,NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA
Franz J. Király,SIMMONS UNIVERSITY
Jan Saputra Müller,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY
Klaus-Robert Müller,PALMER COLLEGE OF CHIROPRACTIC
Paul von Bünau,YESHIVA CHEMDAS HATORAH
Wei Chu,CALIFORNIA UNIVERSITY OF PENNSYLVANIA
Zoubin Ghahramani,UNIVERSITY OF NOTRE DAME
Alona Fyshe,WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL
David B. Dunson,UNIVERSITY OF CALIFORNIA-RIVERSIDE
Emily B. Fox,KEAN UNIVERSITY
Tom M. Mitchell,NEW YORK UNIVERSITY
Botond Cseke,WESTERN UNIVERSITY OF HEALTH SCIENCES
Tom Heskes,WESTERN ILLINOIS UNIVERSITY
Doris Entner,HERITAGE UNIVERSITY
Patrik O. Hoyer,INTER AMERICAN UNIVERSITY OF PUERTO RICO-BARRANQUITAS
Peter Spirtes,MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN-ART INSTITUTE DALLAS
Albert Bifet,UPSTATE MEDICAL UNIVERSITY
Bernhard Pfahringer,NOTRE DAME OF MARYLAND UNIVERSITY
Geoff Holmes 0001,EAST TENNESSEE STATE UNIVERSITY
Indre Zliobaite,UNIVERSITY OF ROCHESTER
Alan Johnston,PORTLAND STATE UNIVERSITY
Benjamin X. Hall,GLENVILLE STATE COLLEGE
Hal Daumé III,TENNESSEE WESLEYAN UNIVERSITY
Julie Carreau,UNIVERSITY OF NEW ENGLAND
Amir Globerson,URSULINE COLLEGE
David A. Sontag,CENTRAL PENN COLLEGE
Marina Meila,NATIONAL LOUIS UNIVERSITY
Tommi S. Jaakkola,RUST COLLEGE
Marc'Aurelio Ranzato,UNIVERSIDAD ANA G. MENDEZ-CUPEY CAMPUS
Sumit Chopra,MICHIGAN TECHNOLOGICAL UNIVERSITY
Y-Lan Boureau,LEE UNIVERSITY
Yann LeCun,PACIFIC COLLEGE OF HEALTH AND SCIENCE
Cosma Rohilla Shalizi,RIPON COLLEGE
Daniel J. McDonald,WABASH COLLEGE
Mark J. Schervish,SPALDING UNIVERSITY
Jean-Yves Audibert,MIDDLE TENNESSEE STATE UNIVERSITY
Manfred Opper,UNIVERSITY OF MISSOURI-ST LOUIS
Steffen Grünewälder,CARRINGTON COLLEGE-ADMINISTRATIVE OFFICE
Kevin Robert Canini,NEW YORK CHIROPRACTIC COLLEGE
Lei Shi 0009,ST. THOMAS UNIVERSITY
Thomas L. Griffiths 0001,UNIVERSITY OF MISSOURI-ST LOUIS
Daniel Povey,LEWIS-CLARK STATE COLLEGE
Oriol Vinyals,WAYNE STATE COLLEGE
Yue Guan,UNIVERSITY OF CONNECTICUT-HARTFORD CAMPUS
Neil D. Lawrence,AMERICAN SENTINEL UNIVERSITY
Dorota Glowacka,HEBREW THEOLOGICAL COLLEGE
Antonio Javier Gallego Sánchez,TEXAS CHRISTIAN UNIVERSITY
Damián López,PALM BEACH ATLANTIC UNIVERSITY
Jorge Calera-Rubio,EDGEWOOD COLLEGE
Nathan Srebro,CLEVELAND INSTITUTE OF MUSIC
Xueyuan Zhou,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY
Eric P. Xing,OTTAWA UNIVERSITY-SURPRISE
Qirong Ho,SOUTHERN METHODIST UNIVERSITY
J. Xie,UNIVERSITY AT BUFFALO
T. Xiong,UNIVERSITY OF IOWA
Devorah Kletenik,VIRGINIA COMMONWEALTH UNIVERSITY
Linda Sellie,THE COLLEGE OF SAINT ROSE
Lisa Hellerstein,EDEN THEOLOGICAL SEMINARY
Rocco A. Servedio,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SCHOOL OF LAW
Barnabás Póczos,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART
Csaba Szepesvári,INTERNATIONAL TECHNOLOGICAL UNIVERSITY
Sergey Kirshner,FURMAN UNIVERSITY
Rina Foygel,UNIVERSITY OF NORTH DAKOTA
Dafna Shahaf,HERZING UNIVERSITY-BIRMINGHAM
Shuicheng Yan,PLATT COLLEGE-ANAHEIM
Xiaotong Yuan,UNIVERSITY OF CHICAGO
Dominik Janzing,ART CENTER COLLEGE OF DESIGN
Isabelle Guyon,UNIVERSITY OF SAINT MARY OF THE LAKE
Shai Shalev-Shwartz,MONTANA STATE UNIVERSITY BILLINGS
Yoram Singer,DENVER SEMINARY
Dávid Pál,ELMHURST UNIVERSITY
Gábor Bartók,HARVARD UNIVERSITY
Rina Dechter,BROOKLINE COLLEGE-PHOENIX
Vibhav Gogate,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY
Cheng Soon Ong,LOYOLA MARYMOUNT UNIVERSITY
Joachim M. Buhmann,LEARNET ACADEMY INC
Patrick Pletscher,PLATT COLLEGE-AURORA
Giorgio Giacinto,HOUGHTON COLLEGE
Igino Corona,ILLINOIS STATE UNIVERSITY
Arun Rajkumar,AVERETT UNIVERSITY
Shivani Agarwal 0001,FAMILY OF FAITH CHRISTIAN UNIVERSITY
Olgierd Unold,FLORIDA SOUTHERN COLLEGE
André Platzer,PACIFICA GRADUATE INSTITUTE
Erik Zawadzki,CAROLINA UNIVERSITY
Peter A. Flach,MONTANA STATE UNIVERSITY
Sebastian Spiegler,GORDON COLLEGE
Simon Price,HOOD THEOLOGICAL SEMINARY
Hei Chan,AMERICA EVANGELICAL UNIVERSITY
Manabu Kuroki,WESLEY THEOLOGICAL SEMINARY
Garry P. Nolan,BERKELEY SCHOOL OF THEOLOGY
Karen Sachs,AQUINAS INSTITUTE OF THEOLOGY
Mesrob I. Ohannessian,ECKERD COLLEGE
Munther A. Dahleh,RIVIER UNIVERSITY
Sleiman Itani,UNIVERSITY OF DETROIT MERCY
Gerald Matz,UNIVERSITY OF SAINT JOSEPH
Jeremy Jancsary,UNIVERSITY OF PHOENIX-GEORGIA
Mark Rudelson,SOUTHEASTERN LOUISIANA UNIVERSITY
Shuheng Zhou,FAMILY OF FAITH CHRISTIAN UNIVERSITY
Florian Steinke,UNIVERSITY OF MAINE AT AUGUSTA
Koji Tsuda,UNIVERSITY OF NORTH TEXAS
Matthias W. Seeger,KING UNIVERSITY
Changhe Yuan,FARMINGDALE STATE COLLEGE
Marek J. Druzdzel,CHICAGO THEOLOGICAL SEMINARY
Bo Dai 0001,LOYOLA UNIVERSITY MARYLAND
Gang Niu 0001,SUNY COLLEGE AT POTSDAM
Lin Shang 0001,AVE MARIA SCHOOL OF LAW
Jarvis D. Haupt,UNITEK COLLEGE
Rui M. Castro,BELHAVEN UNIVERSITY
Ulrike von Luxburg,TUFTS UNIVERSITY
Rahul Garg 0001,STEVENS-HENAGER COLLEGE
Rohit Khandekar,NATIONAL AMERICAN UNIVERSITY-HAROLD D. BUCKINGHAM GRADUATE SCHOOL
Fabio Aiolli,ELMHURST UNIVERSITY
Sergey M. Plis,CAIRN UNIVERSITY-LANGHORNE
Stephen McCracken,HAMPTON UNIVERSITY
Terran Lane,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART
Vince D. Calhoun,MOUNT MARY UNIVERSITY
Carl Edward Rasmussen,TEACHERS COLLEGE AT COLUMBIA UNIVERSITY
Ryan D. Turner,THE WRIGHT INSTITUTE
Luis E. Ortiz,GETTYSBURG COLLEGE
Robert E. Schapire,SUNY CORTLAND
Sham M. Kakade,INTERNATIONAL BAPTIST COLLEGE AND SEMINARY
Guy Lever,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA
D. Gnanaraj Thomas,MISSOURI WESTERN STATE UNIVERSITY
J. D. Emerald,SAVANNAH COLLEGE OF ART AND DESIGN
M. Humrosia Begam,NORTHERN MARIANAS COLLEGE
M. Jayasrirani,RANDALL UNIVERSITY
Francis R. Bach,LINCOLN UNIVERSITY
Guillaume Obozinski,UNIVERSITY OF PITTSBURGH-BRADFORD
Rodolphe Jenatton,AUSTIN COLLEGE
Jinwoo Shin,RANDALL UNIVERSITY
Alexander Clark,GALLAUDET UNIVERSITY
Ryo Yoshinaka,HERZING UNIVERSITY-MINNEAPOLIS
Ahmed K. Farahat,LINDSEY WILSON COLLEGE
Ali Ghodsi 0001,ALMA COLLEGE
Mohamed S. Kamel,EASTERN UNIVERSITY
Kareem Amin 0002,MISSISSIPPI UNIVERSITY FOR WOMEN
Michael J. Kearns,MERCY COLLEGE OF HEALTH SCIENCES
Umar Syed,THE UNIVERSITY OF TEXAS AT ARLINGTON
Ann B. Lee,SIMPSON UNIVERSITY
Boaz Nadler,SAN DIEGO GLOBAL KNOWLEDGE UNIVERSITY
Harish Karnick,DARTMOUTH COLLEGE
Purushottam Kar,MISSOURI WESTERN STATE UNIVERSITY
Han Liu 0001,CORNISH COLLEGE OF THE ARTS
John D. Lafferty,ST. THOMAS UNIVERSITY
Larry A. Wasserman,SAINT PAUL SCHOOL OF THEOLOGY
Pannagadatta K. Shivaswamy,UNIVERSITY OF WISCONSIN-WHITEWATER
Tony Jebara,PACIFIC COLLEGE OF HEALTH AND SCIENCE
Andriy Mnih,CHRIST MISSION COLLEGE
Geoffrey E. Hinton,LOUISIANA DELTA COMMUNITY COLLEGE
Ilya Sutskever,JOHN PATRICK UNIVERSITY OF HEALTH AND APPLIED SCIENCES
James Cook,CLAREMONT GRADUATE UNIVERSITY
An C. Tran,SIERRA NEVADA UNIVERSITY
Hans W. Guesgen,PONTIFICAL COLLEGE JOSEPHINUM
Jens Dietrich 0001,PACIFICA GRADUATE INSTITUTE
Stephen Marsland,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE
Akimichi Takemura,GRACE COLLEGE OF DIVINITY
Junya Honda,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN
Hugo Larochelle,ST OLAF COLLEGE
Jasper Snoek,SOUTHWEST ACUPUNCTURE COLLEGE-BOULDER
Francesco Dinuzzo,ZAYTUNA COLLEGE
Kenji Fukumizu,MESIVTA OF EASTERN PARKWAY-YESHIVA ZICHRON MEILECH
H. Brendan McMahan,SANS TECHNOLOGY INSTITUTE
Giorgio Valentini,PACIFIC UNIVERSITY
Matteo Ré,STRAYER UNIVERSITY-FLORIDA
Alexander R. Statnikov,UNIVERSITY OF OREGON
Constantin F. Aliferis,PACIFIC RIM CHRISTIAN UNIVERSITY
Guillaume Desjardins,KING UNIVERSITY
Olivier Delalleau,HAMILTON COLLEGE
Pascal Vincent,SIOUX FALLS SEMINARY
Bo Thiesson,DEVRY UNIVERSITY-NEW JERSEY
Jingu Kim,SAINT PAUL SCHOOL OF THEOLOGY
Chenlei Leng,MONTANA TECHNOLOGICAL UNIVERSITY
Huan Xu,TEXAS SOUTHMOST COLLEGE
Odalric-Ambrym Maillard,UTAH STATE UNIVERSITY
Rémi Munos,LOUISIANA COLLEGE
Morten Mørup,YESHIVAT HECHAL SHEMUEL
Ryota Tomioka,SMITH COLLEGE
Avneesh Singh Saluja,UNIVERSITY OF MANAGEMENT AND TECHNOLOGY
Ole J. Mengshoel,EASTERN MENNONITE UNIVERSITY
Priya Krishnan Sundararajan,CASE WESTERN RESERVE UNIVERSITY
Dilan Görür,NEW YORK COLLEGE OF PODIATRIC MEDICINE
Yee Whye Teh,UNIVERSITY OF MARYLAND EASTERN SHORE
Ivor W. Tsang,MEDICAL COLLEGE OF WISCONSIN
Shukai Li,SOUTHERN METHODIST UNIVERSITY
Alessandro Verri,CORNELL UNIVERSITY
Lorenzo Rosasco,PRINCETON UNIVERSITY
Matteo Santoro,ARIZONA COLLEGE-DALLAS
Silvia Villa,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SCHOOL OF OPTOMETRY
Sofia Mosci,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINARY
Arnaud Doucet,IGLOBAL UNIVERSITY
Matthew Hoffman 0002,UNIVERSITY AT BUFFALO
Nando de Freitas,WESTERN CONNECTICUT STATE UNIVERSITY
Peter Cerno,TRIDENT UNIVERSITY INTERNATIONAL
Yuhong Yang 0002,MCCORMICK THEOLOGICAL SEMINARY
Alexander Paprotny,UNIVERSITY OF PUERTO RICO-AGUADILLA
Jochen Garcke,CLAYTON STATE UNIVERSITY
David M. Blei,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH
Jonathan D. Chang,SETON HALL UNIVERSITY
Peter Sunehag,OREGON INSTITUTE OF TECHNOLOGY
Eibe Frank,GETTYSBURG COLLEGE
Geoffrey Holmes 0001,PLAZA COLLEGE
Amit Gruber,NATIONAL UNIVERSITY OF HEALTH SCIENCES
Michal Rosen-Zvi,HODGES UNIVERSITY
Yair Weiss,UNIVERSITY OF MOBILE
Laurens van der Maaten,MARTIN LUTHER COLLEGE
C.-H. Ho,UNIVERSITY OF NEW HAMPSHIRE AT MANCHESTER
C.-J. Lin,EDP UNIVERSITY OF PUERTO RICO-VILLALBA
M.-H. Tsai,ARIZONA STATE UNIVERSITY-WEST
Byoung-Tak Zhang,AUBURN UNIVERSITY
Daniel D. Lee,CALUMET COLLEGE OF SAINT JOSEPH
Yung-Kyun Noh,NORTHERN NEW MEXICO COLLEGE
Vladimir Vovk,UNIVERSITY OF ROCHESTER
Kedar Bellare,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE
Paramveer S. Dhillon,STRAYER UNIVERSITY-DELAWARE
S. Sathiya Keerthi,UNIVERSITY OF MOBILE
Sundararajan Sellamanickam,POMONA COLLEGE
Benjamin Recht,YESHIVA YESODA HATORAH VETZ CHAIM
Christopher Ré,DONGGUK UNIVERSITY LOS ANGELES
Donghui Wang,LETOURNEAU UNIVERSITY
Guang Dai,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS
Zhihua Zhang,CABRINI UNIVERSITY
James Tin-Yau Kwok,CONCORDIA THEOLOGICAL SEMINARY
Yu-Feng Li,CAREERS UNLIMITED
Zhi-Hua Zhou,CALDWELL UNIVERSITY
Charles Sutton,FORT VALLEY STATE UNIVERSITY
Andreas Argyriou,BYZANTINE CATHOLIC SEMINARY OF SAINTS CYRIL AND METHODIUS
Bernardino Romera-Paredes,SOUTHERN METHODIST UNIVERSITY
Massimiliano Pontil,TEMPLE UNIVERSITY
Nadia Berthouze,SIERRA NEVADA UNIVERSITY
Alard Roebroeck,CENTENARY COLLEGE OF LOUISIANA
Anil K. Seth,SOUTHERN METHODIST UNIVERSITY
Pedro A. Valdés-Sosa,MORGAN STATE UNIVERSITY
Constantin Comendant,BETH HAMEDRASH SHAAREI YOSHER INSTITUTE
Jan Ramon,MIDWESTERN UNIVERSITY-DOWNERS GROVE
Sue Ann Hong,TALMUDICAL YESHIVA OF PHILADELPHIA
Hoang Vu Nguyen,NEW YORK SCHOOL OF INTERIOR DESIGN
Vivekanand Gopalkrishnan,UNIVERSITY OF THE VIRGIN ISLANDS
Mikio L. Braun,CONCORDIA UNIVERSITY-PORTLAND
Nicole Krämer 0002,SOUTHERN CONNECTICUT STATE UNIVERSITY
Alberto Giovanni Busetto,INTERCOAST COLLEGES-FAIRFIELD
Aleksandrs Slivkins,CONCORDIA UNIVERSITY-CHICAGO
Adam Woznica,UNIVERSITY OF MONTEVALLO
Alexandros Kalousis,TRIDENT UNIVERSITY INTERNATIONAL
Huyen Do,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ
Jun Wang 0017,CLAREMONT SCHOOL OF THEOLOGY
Dit-Yan Yeung,SKIDMORE COLLEGE
Frederick H. Lochovsky,SOUTHERN COLLEGE OF OPTOMETRY
Gang Wang 0004,STEVENS-HENAGER COLLEGE
Jacob Steinhardt,FRAMINGHAM STATE UNIVERSITY
Haesun Park,UNITED INTERNATIONAL COLLEGE
Alexandre Klementiev,WASHBURN UNIVERSITY
Dan Roth,MONTSERRAT COLLEGE OF ART
Ivan Titov,UNIVERSITY OF CALIFORNIA-BERKELEY
Kevin Small,UNIVERSITY OF RHODE ISLAND
Mathieu Sinn,SAN JUAN BAUTISTA SCHOOL OF MEDICINE
Pascal Poupart,CARTHAGE COLLEGE
Jennifer Neville,HAMPSHIRE COLLEGE
Rongjing Xiang,RABBINICAL COLLEGE BOBOVER YESHIVA BNEI ZION
Jun Sese,CUNY MEDGAR EVERS COLLEGE
Takafumi Kanamori,JOSE MARIA VARGAS UNIVERSITY
Tie-Yan Liu,YESHIVAS EMEK HATORAH
Yi Chang 0001,WOMEN'S INSTITUTE OF TORAH SEMINARY AND COLLEGE
Wu-Jun Li,CONCORDIA UNIVERSITY-PORTLAND
Dumitru Erhan,PACIFIC SCHOOL OF RELIGION
Balázs Kégl,KETTERING UNIVERSITY
Róbert Busa-Fekete,DRAKE UNIVERSITY
Bo Xie 0002,CONCORDIA UNIVERSITY-NEBRASKA
Dacheng Tao,LANDER UNIVERSITY
Wei Bian,UNIVERSITY OF PHOENIX-UTAH
Subramani Mani,BOSTON BAPTIST COLLEGE
Antti Ajanki,ELMIRA COLLEGE
Kai Puolamäki,CALIFORNIA UNIVERSITY OF SCIENCE AND MEDICINE
Samuel Kaski,ARKANSAS COLLEGES OF HEALTH EDUCATION
Amaury Habrard,NEW BRUNSWICK THEOLOGICAL SEMINARY
Leonor Becerra-Bonache,UNIVERSITY OF THE CUMBERLANDS
Marc Sebban,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS
Michaël Perrot,UNIVERSITY OF SOUTH ALABAMA
Élisa Fromont,ASBURY UNIVERSITY
Yang Zhang,SETON HALL UNIVERSITY
Zhijian Ou,NORTHWEST MISSOURI STATE UNIVERSITY
Sébastien Gerchinovitz,WIDENER UNIVERSITY
Bernard Zenko,PENNSYLVANIA STATE UNIVERSITY-PENN STATE SCRANTON
Ivica Slavkov,LIM COLLEGE
Saso Dzeroski,BRYN MAWR COLLEGE
George Karypis,STEVENS-HENAGER COLLEGE
Xia Ning,EMPORIA STATE UNIVERSITY
Avrim Blum,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-SHREVEPORT
Maria-Florina Balcan,STRAYER UNIVERSITY-TEXAS
Shai Fine,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS
Yishay Mansour,THE NEW ENGLAND CONSERVATORY OF MUSIC
Béatrice Laurent,SUNY COLLEGE OF TECHNOLOGY AT CANTON
Magalie Fromont,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY
Matthieu Lerasle,DEVRY UNIVERSITY-ILLINOIS
Patricia Reynaud-Bouret,INSTITUTE OF LUTHERAN THEOLOGY
Jeff G. Schneider,NEWBERRY COLLEGE
Cynthia Rudin,URSHAN COLLEGE
Ingrid Daubechies,UNIVERSITY OF RIO GRANDE
Andrew G. Howard,HOUGHTON COLLEGE
Risi Kondor,CLEVELAND STATE UNIVERSITY
Ioannis Tsamardinos,WELCH COLLEGE
Laura E. Brown,BERKELEY COLLEGE-WOODLAND PARK
Laëtitia Comminges,DEVRY UNIVERSITY-NORTH CAROLINA
Tijmen Tieleman,NORTH DAKOTA STATE UNIVERSITY-MAIN CAMPUS
Byron Boots,ARIZONA COLLEGE OF NURSING-TEMPE
Dinh Q. Phung,SAINT LOUIS UNIVERSITY
Svetha Venkatesh,YESHIVA KARLIN STOLIN
