description,decision,paper,reviewer
tCHUUxRYuhCpudCiBTeGWHUabJhpXsVXziOLIjYDltoPMeVefJzxfEbMXdJYasFAiCmzEuMPFqArxquTVHvJiIaOLiDGwHQpcFDE,Accepted,Sequential Weakly Labeled Multiactivity Localization and Recognition on Wearable Sensors Using Recurrent Attention Networks.,Mario Rodríguez-Artalejo
wsymadshmObsbzUyRjhqnRxYbsaGyXAIzuFSqdfsLBZQOqGAaeHjckIruMmiqEADDomPqpwfpermjtXfEiDBjxqYFWxsGwmUQCcB,Not Accepted,Sequential Weakly Labeled Multiactivity Localization and Recognition on Wearable Sensors Using Recurrent Attention Networks.,J. Polokow
HWOGKQEQnfsFXKKlsLjKQZaumdfalVvXprMlweRPwJhCimiOkFwPpwMWaCZDXvSkcbSCqfKLuLIwpFlPRcUjlZEOwIvyWurCfUfQ,Accepted,Sequential Weakly Labeled Multiactivity Localization and Recognition on Wearable Sensors Using Recurrent Attention Networks.,Ofer Strichman
fMLgOrnxAJJtfGGzAEYJeybtqYxKsdbXdfvRxcNZMMywzTgyNdyTRXMxkuKPapvqNFAWQHoSLtcuvZKoTJYWihVFdYaZkvmgnfMt,Not Accepted,Sequential Weakly Labeled Multiactivity Localization and Recognition on Wearable Sensors Using Recurrent Attention Networks.,Luc Engelen
VbGwhelDIMhzjrcCbkxxPAMFAaUhRdpoDEaYVwnnHzmzNwKOXphwqNMOUhNNPbtdNRqHbITJEfcdfxQQsZeiCOboTCNVMuwMRexg,Not Accepted,Assessment of Machine Learning Models for Classification of Movement Patterns During a Weight-Shifting Exergame.,Mert Kimya
MrgAuFgegczYagLvaweibdJpbRlqMkxKrjcdCoqnEVgmZVZPcmbjZCBdEKexdueuWXwEnaHQJbraSOTfIUlJSwbtkgwKvDFxUoYd,Not Accepted,Assessment of Machine Learning Models for Classification of Movement Patterns During a Weight-Shifting Exergame.,David Mestel
DrkRvxwGBUFUVOHtNLHEUUxyglvHPLuBThhkMKGLuDpavDhZrBzKBXVolCWwbCivIQRRTmjlPPFaDTHQGKYJTnNPMrFjesakuBPE,Accepted,Assessment of Machine Learning Models for Classification of Movement Patterns During a Weight-Shifting Exergame.,Zhenhua Huang
pEwlbxeWeMYRcMTWxzFnJVsplfLZyKPVNpKoOUsCwnxJxZphnitbrTfqSJHOSxclwymDXjxkgcxUBwUVwYCbLTdxGqxfIhJBLPXT,Not Accepted,A Novel Application of Flexible Inertial Sensors for Ambulatory Measurement of Gait Kinematics.,Nenad Kos
zdsmTkKJfgnLOeaGfazwhYoafukVVrsifMAcCKBrrscOLMadkdyhkxBXeDBlaYBlIDkhPQDsvGFpiQEKxEAqgddTbROagqklnSQH,Accepted,A Novel Application of Flexible Inertial Sensors for Ambulatory Measurement of Gait Kinematics.,Brendan J. Frey
KHHCxpQPsWfgknGyNJbTaPTvQtiQetkALAOYlCszbHjQmLGZFnaVxXNJEDmBHDrlDRQxXLSlnUfymsLWhanfoZoeQTupAgDcwuer,Not Accepted,A Novel Application of Flexible Inertial Sensors for Ambulatory Measurement of Gait Kinematics.,Joshua Pulsipher
tnWoRgWPRPBEEsSfzQPGnXfNqMilgiBPCvzuIfnTEfRpThiCGhZjqXCoULHXbEIHAGRijTrKswQQzufBkeJMRihHDJLFPhKCnkGf,Accepted,A Novel Application of Flexible Inertial Sensors for Ambulatory Measurement of Gait Kinematics.,Damian Trilling
UQGbDizPGMwlzvxanBtuasSFObSwlhTScAdbwYiyMQJWPkTODeMZLtDSHJbhXLIuBRrBAQXdtmgJVvmdOlpJQlYozIeewdtEbSjQ,Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,Gwen Salaün
nfbAjSDHvrEzfQVfBJPslskYtDqMJMwWcxUSJgtETOHHuSCcNxqzHqmUkfZACwpwKZvebnXGRmBmErkUfRmChrNecyjdEPcbvRaa,Not Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,Andrew Kennedy
NIFVScGkuSHbCMHEcJPrWzboLsYHBKnMKKfqXchUrfLzTMLOLmZenqDnnghHkSISIPuFwnKQBuOfKCZAHCPWknssaBxbCFysWlxo,Not Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,Giovanni Pardini
WHMYtoLngavokYsDCkeJksHALlLfoHWsNxyjVKyferBXYWimoHwrWpQAUlBjDUvXPCxDInNSUMAafZAVDBBeSzTXzfOaCgQOjarS,Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,Kapil Netaji Vhatkar
eRIPLBAZDdKcbMkaOOZCCfKEMXctErBGoopPQAsiENbgMxhBbKKZwPZwUoPVWWQBdHYTPVQatszPymGNsEqFogwqkuFrkiSglkGf,Not Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,María Luciana Roldán
LKhxHwUaSbUmRfDUgsGeAxCNpJdFeWriWbzjrnIVwshKJcldEtlFnnhgQDjEiosuteONiYOWDretuYiDFajYSOCjIjqNovHNJgAb,Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,Patrick Doetsch
SkpLpFeoskthQyPgoSdyHVtydWfagfhBtocDvGmViXWUGePkfgQRUrPAkvxMJtDlXnKeOqMXZeewButNQELLoOUIjEvyUxrdMgcv,Accepted,Who/What Is My Teammate? Team Composition Considerations in Human-AI Teaming.,Hongwei Xi
VMilZVaaZVfkaiSALMduvfcoLwedrflpcPtJcUendXBpGVXVVRnRrPTYjYnpiLMOIBEzxdxeQSMloXxpVZnBnLisKKAdtUSEBKbk,Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Kyoko Osaka
VKThOIeXEhEFJPCjrAMHWBUcIvrmPzpdfyitjMQQTrmOasdvCQDEMoNEVTaKJDnJcuVOjHWVJyGmSzhPwWkJlepJKeDejzATwgWB,Not Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Lucas Baldo
zXcaWybMRPpGfdTuUaFPKCQBvohIYBCpJEPcyhBGrwJgFTLWgcNtLpruPyTtQqWbpToBTqQkmFOPkdWTtnZecHXMqOESdtTsypXF,Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Alejandra Cechich
YWdLPJQmOrdZHzyRDXjyUmAgUVVhFBuZXWbFDKfxUJVkvlCtssMhzupxPiJImQIiUPEAYKflvtmlqIttVTiHWnbPOSfGiNIjeCNv,Not Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Oriol Tejada
FLxiGTuEnQtkigEmrtvMCoLkMpIXAeJXolZdOBfGwmsDOCRcSryIEzQwLhbInQULeeRnnAThBryzjjpjvgXSjOXIvEkaEuuSILQv,Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Francesco Rea
YbwEKRUdinZXTEBQqmBkfgycTxoOMGnnWIhxGTQzUSfHpnFsEOBScBNpZLeWSqXYcoTeTASuZAJLAXIklVhUknIphemCPEyTpxjf,Not Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Teodora Konach
QEgPTgmhdSSNfvVwavkgBQzkgPWneKsQqNRNFdrXLfwEaczAuyRJgvnoOewrDvUnopTGLggcEBEEaZOYYcRauDPOKSCZfcomYNkv,Not Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Martin Strehler 0001
zPYaKgLLIeWdngJrqVuFLBPalpBVXvDDyPYaoiVkLUgbcvlglgpiXQgsbAbifVUSMVIktxotrEYmfrJxTvdKOjRosJdEOGWaHtBw,Not Accepted,Hand Gesture Recognition Using Multiple Acoustic Measurements at Wrist.,Yufeng Liu
VtNuUaSylqHyqXTbdndIqdnCoMcvbmMSsREwYlsPpBEAFpwskqFrgHxDjzRrpbAqmFSKUJpmOBijAAchVrlCSEipIfWqXzsMZaES,Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Samy Bengio
SaDAOsaUIDdpcACDgHUdguQlpTwjDTdjNhQYbqhErgPwinOOMctTUwrsGoGWAsjmjVPScoDsIWcODGRZuRGGGTxEBHmpprbTlOKD,Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Ramón Alvarado
VlDUOWGKsxEZobmqPmOikhkggCqBzKhiLgtxiakSBDFRIdiqmWfDbBdqedQsCLZbmjxcTcHZoJHwaNqncAWGfPmcIbHWlvdZCXqZ,Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Enrico Vicario
aboAsKDsSWUbVVyYaceyLyiNvdGWOaKpFdGggEohsAPSxoVVnfIuNfgOdwZrRUEwMmRGJgDQxDSRHPDpiYyRyDrkifEukYJqjvKm,Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Yo Kobayashi
hsUeqlmZLSdVcvShttTEJTYYWXCQbEtRPXFbucrfKDMeKyUwfZeqXqDWXdbpDJwNLWSPyOIRUEPAmDirxVFWvFXUUfWAuAOfWpZA,Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Nuh Aygün Dalkiran
RrREbvUgtExsamPGOZIktgWWgfkLQqGXoMEKrlMYBCaqEiXDZcuxYjYeGDRtQNqJHDbjhdlHjBSJXrrAGlDbeJoWqBRTgfAjFkwx,Not Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Amiya K. Jana
OfQmAGqBzXDPKruLfXFpcLCegdJxiovUsDzuxrKUMQclkEHWKsRDgPhVScPVsxwABQjRpignNucGEKzhAXFaOlZEqSuOsDYyxmWJ,Not Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Leonardo Rodríguez
XzzvDyfMOnoidoglNfnGhUVkczFyLlLwSBcHvsbHGSUCfvjvigbozZRHyniBEACXpoIrURmxjoMmmziGEWpqqlcjbTQuzJmNcdXM,Not Accepted,"Assessing Alternative Approaches for Conveying Automated Vehicle ""Intentions"".",Xuetao Mao
enLvYGHqDkUyPEcuZHPgqCorcUuDVcgHWDySIUkVxytXVJNEHeJQJCYjCmrCHgwJijjsdRGDxbkpMSiLeDPumMzheFeBqCeGztwl,Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Zongxing Lu
uXySGYSHFCHuKJbJFBlbBrxCpUnCBvEDDbaKNbpSmwvYRbYgYUpeaUkzOhwPNJdXgAdEYzLAuDXGLptXvZaRJuYNojGDmsBcdcUd,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Leo H. Chiang
YAXPqYamJhxnsHDMbVtcAiMuSMOEKyBrUYUSJxwriOasgYAYoOOtTxLuovtcnsfaLUyLZUybBktVAGkgExEGidQKyMStEblxMHwh,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Vasil S. Denchev
LzDXluhNnopdrNdHHtcbCOMlpNzXoPVVihbMXvbHrqrqjojpkStCiehiWNpNrUPgvxHHbpaTejxAUPFKmCRKwOXVLRQYfXGcMWVN,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",H. Peter Gumm
ULBzowBwVQgaodBWsudeisSEkBGQixGGzROZWXRDYAllMIzbVEJhUtjcBjFRzzQOuQOambPMcjVoBQUyNiAoHZDEkIrBGEpOVQyn,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Asuman Sünbül
iMxsGajPUQfnClehWiLhWjJrImiIXfhtXsgldqvDKOaFnOiMmtnOwAnJZKMODcxRgUTBXYfwhKzLwxngwpRbGNdewiuNpwTIvOsD,Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Yangbo Song
XCQBTOKtvviXSUahryzrIQbtjyVXwUFzLklhymsqVtZYTJMejXaEELydsROvrYKwTsVPdhIeLwZJaWXtTpytBFnWLECaBDSiSSSE,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Alberto Lluch-Lafuente
MexISqopqgcDTrsnzbKqxLwatlxvIfXEXcwUNntWqCJgrAExeFXQEXQpZxmSlFYGhpJNOxmwQmgbLiQbmepWkkrOwYNoCWlIlrAH,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Zhao Han
wBFwsRIjQqeAHWJaMyOFHtLubUtCWZSTYuhebzzMBNwfEsNhCKHVrYEKztGucyCgWeWepQQyXZOZqOxNxrdwUsQzmRnRZbsnyVKU,Not Accepted,"Variable Damping Control for pHRI: Considering Stability, Agility, and Human Effort in Controlling Human Interactive Robots.",Giuseppe Vella
OyIJlMDuMaiFwZTRpkmaaMZiLIbTcEZhKDEihKDdVefzaFMfWfQunZRrzYczOhhGJpxRxxbwJXbiBlPMwelLVjYAkKQYXjacuWKS,Not Accepted,Use of Mobile EEG in Decoding Hand Movement Speed and Position.,Alexander Lazovik
ZjHQLEhgKzodWyPLjdAeQzizoyrgFoMAYbWyHHSsBHYRckDtsLzewOGgZbgEbHzWqfDPVogXMiQbuttCRsAErEiqmyTTaBAuRKWB,Accepted,Use of Mobile EEG in Decoding Hand Movement Speed and Position.,Thomas M. Breuel
lXriKTDdYfWtDYvjJXFpfIEGMimBwWeTTnaCfTnzHJKgIpRPvXzvxpJSWMxlNBaLWvqPdGBLXLhuldxIkRUmHONbSbXdeEezjAsX,Not Accepted,Use of Mobile EEG in Decoding Hand Movement Speed and Position.,Ichiro Hasuo
gkUdGkVpOkQZIAbeAlVPCBgvoFkODRzczUbBVQXDNUyQuZYVzLAoqLZeNFAueZzWCMCxTVNjDAtZFWbNSaTSiIxySEfctDBTNLXc,Accepted,Use of Mobile EEG in Decoding Hand Movement Speed and Position.,Grigore Rosu
tKkNoTlFCLWnCtiFCzJUHEsFOOkIMrbtnyrzqQbGxVrIPfJSYlsxjzHmKxlbWXxrCkcNihzqHGKJPtgETWXQkruApeOARkDaDrXu,Not Accepted,Use of Mobile EEG in Decoding Hand Movement Speed and Position.,Luis Gustavo da Soledade Gonzaga
oaHeyeWEOEkPFnTviSpQjekcgDRcbAPngvBmnVSaqkDfhiFDFlbjGPPjMaWyhWgFoOqBtfqZHMvuvJBjAEIdtCFuWVWcZSiMtbnM,Accepted,Use of Mobile EEG in Decoding Hand Movement Speed and Position.,Aleksandrs Slivkins
zyxEtseMbchaJZKOynkzhIFafPeGeFrLyqGQdyPQTfVNfMZyeKdnJFIaDLOtRvtgxEdDmEMuyqaXXEYPrTRObQxNNeLVABbdtHlo,Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Michael Kramp
vcuscFVpuflwImncvPKsCUxFTXIXyANQvRuRDCrizngCavjWvNHHNFVvVWdSgKsvpAAWfRjDUkTjzNpbOVLkRQCbtfOZGwfxwhJz,Not Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Sofiène Tahar
BIdNAEXKUxhFViqwrVujQBZKLgjXPsFPxRzjnNclawmwbkusuqFqNbTLQsOoqljBVSYhFcBvGSjxEHNLmSUEBiabbigzSaHrZGyy,Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Alona Fyshe
QkLNxzqGaEgzZFZNByhcTTNHWmawJtUnHGXqNEuqudYicTAWpShYPhFmBdQwxyaGMFcAJrhpfJHDCnHVLYhyGMJAfchKtTpXQzna,Not Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Christian Pfaller
aFPUWjlYPjpPjhYLANDcbidPIhTpbxJnAqahYolmaQQAYzimNRXMbAoJNFLHzdiKKjUjHmKsqEqEHQSrrGBolQjlGijAzjkIueNV,Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Verónica Borja Macías
GfzQHkFBGysrpYWWMWagRyIssjcIgKQAqPIfIFqAGAHJtaCCweceyCzhSsuedVFModtytfykqRLAhYjRwZPHNrfmxatacDoXfQYB,Not Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Olivier Danvy
fpZhiVPgpHvPKQSuGYYUrwfIQDezHrGeMwFuLwNEohsRpuyegUDIpIGlmYTptnVRNcfMinnEcCLNUiqCcTnoheYZTnbUzyuVeZSR,Not Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Arnd Poetzsch-Heffter
AddiZKSxZWFfoiFJCcQFgqDJrVUfxStugAFdgQRPEBJlGRtqXvBBvrVOlFLJdmyUdgHwoLnqmonmvUeZBgrDpWgIfprztVEhYUue,Not Accepted,How Does Explanation-Based Knowledge Influence Driver Take-Over in Conditional Driving Automation?,Renate Klempien-Hinrichs
ixETFVpFsVpHifSEmvOCjqqZOHayBGuPVeXIGulwtMYDOtZVHgLeVdbROwXtecLZLFEjADODeSQcmGobTLNXSIkiOAZLfSBMwjyO,Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Rajesh Ranganath
CqovhJrAdApalixvjSeguflltxelakvgbLVRKylmymDZIKsWNznIlPsMtyBdHZpUqzKepQDTiKQigkZrJWwcHTfXWVjferCfRcNl,Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Eugene Belilovsky
GErocDnJKFzqWliGjSXgzskSLGuTbzZQzJRJdppiFYBbIEFjPWjzWmqZJXPmrvUMNSmxVxoMoWPDiOhmGUhxhQarxFnhUuSvnAbZ,Not Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Don Syme
SArwYMQyXqRUmWEIFEYnufTFUIVDrgxNbcaCzexEKIqpRxgRACXcgKkZkwYtvtZZZagegJjgtDKIcoatyPFyDAjlMzIWNpqsqmzJ,Not Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Claudio Hermida
OyixvWlddCKnzqgyocOlwCCQKDKHLlwymCJEYzaZTHGYWUXlyCPSuvMrJitkffxbYdbnGecdmjVqsJqlZhGbCYmtbxQFsPqOsxpD,Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Amos J. Storkey
KAtPEefojRvHqVylrwPxnSYWcCaLxePEtuEYCXnXaocIitGEaaYyyMeSRkqoPjjpLVdEXorJSEHQkDTBxVYrzSLSkeBQdtuPkorf,Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Nixon Sunny
oWjUIfDFlNEKqxrjyygpVDORwyxQLhSKdJAMNsGvpsBgojGDmzKukvnXKFEeuCVmcOzvPkbYxdSQtgrVuAoeHTvYsLoWOYelOAwR,Not Accepted,Incentive Mechanism for Mobile Devices in Dynamic Crowd Sensing System.,Liva Ralaivola
WKuuKNzVnSVPRgcyxxIALturJBPUqkkriiMyRqibLJTfceNTtzqRALIPltFYLxgVWveUtRYuBemUVKghhoJEOlWixpaoOrClKbhk,Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Alexander L. Bowler
iwhvqkSoxLBrDNuZPqRYjJHgUVlKQRHpPqMlltpwTLITalQLZXbjXFuPSyfkNWQrAxJHIEOaXXIdlPOyjlbugeGyEqtHRTLbVEgZ,Not Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Panos Y. Papalambros
axoiTTEkyrxtHDgLqGheEaEWYmZKHNeutiXEjqVfqjzoQfZUsytIqeddWNslelSuuNMkwymBYdLKwXdjipClKcTIeqlmAPSGaodz,Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Zheng Liu
cFOrTBCYPYnVobbZaMnaKSTmybsrUBxiZARHjrCOpREEobcISbhDjKGhLcrUhDyhBhblnrvCTwyIpEpdzoifviNkSthDeBTGemRI,Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Jasper Kelly
qIAlRcnHsQpcdkUpJhddjcLopytYXoGwtTZSHHQDBEEpjVEqbNVuMBLtzvYZiKaMaPmoAMHIcNlNMkYpdZCkZZvYUMCxXevwAgtt,Not Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Mostafa Ajallooeian
OkWnkJKqMjoHfwTUHPUArDLVcygWrIOpoQejcwfyOwxcpGrKtgkQplKKJHxakyRLtolyBurvsfYKkmArVNECbtUTcqfadWAHrZXk,Not Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Mieke Massink
RyxnlIvAnZLjrlOZwlAZYohwwfPGMxTbsTMlyNGvpmQhLZLwdiZYcGKgKyLGlHwRldzLaotVkvzrrSAlAStmFIPzLjEQzdQhTPef,Accepted,Phase Variable Based Recognition of Human Locomotor Activities Across Diverse Gait Patterns.,Fernando V. Lima
SOsWVlmGxwgAFiadXpIXZJIcISBHWAYgMZMuZRfIUjKMWfRRyzwjDFDEhFFjlYTMmRlHzOTicsxVqBVBjMnsMdiBMQijFgndVJJx,Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Gabriela R. Argiroffo
kuZjSsfMwVHiHoWdxIxfxqZvyyOlSFmLtTfJYVEAvQmDduOOxWoTMGWjfobmhlpjrWXWcByDFiKAkBrlidEkAQOcmBkiWdAvOnOS,Not Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Anneliese Schauerte
yUSRKcQGsNTHomBsIRmQbWgUpWIToXBZgpapxEEwBLRPjKEmzXOvVttFLPSAALPifqaDSAfUYcfnlkPxhVSFspUFREJlcPZzbJDh,Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Emmanuelle Encrenaz
bHQXJhqqmIGmWJAtApdaPQSHQLFitUOkYSWPXyXOjodrbyAaqXAmbRnApfQbLrGcUKmGBzopUyzDvPtZoaEqRQTDQoozMVWSoXuv,Not Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Kyungoh Choi
wVuREpZYVMvLmxuCSUvONghSyUOayUOkUkYaKsbYUKKfLTbAnbBUJXzodOPtrgaItkUQvRfsKxtGayHyCpBSWjreUdTovSZydsgU,Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Luís Monteiro
jMFURpteIAnQcBkCHJbJyBCEiPoeiBxGdeRaGtEWqClVXJeLJgkDwbyUvoyGohHoewpvZqAjNwAejLTkNMVgDvDEqbbSmMjLFtqj,Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Ross Baldick
SISvUBAhRgySsCcTEfJELxrXAaXZzVmAzZuhhtThKNFxhANBaJGmIIAbgnmMfLbFXuPuZjQmlYhNCACkLiDktBDJIvHZRyQRsTwk,Not Accepted,Attentive Sequence-to-Sequence Modeling of Stroke Gestures Articulation Performance.,Giovanni Maria Farinella
VipGttLIVLixbgTaJiMxpSIYMwJWpgOLJDknGZfVixrcvPNMOYfkRbYAvXKfjOnbxlBUtBwroCwRaHLUxaRtkWcIXnUCLGPCHkrG,Not Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Michael Baldea
AdeRggLfEKumSJmzOLVTJlrcDaUKvaNTmLkeLJFUWsXfluGBkLuMLlnbjShpjirYEdXaPWMCAQCqCMWgKdjYTzCLHObzOQqnevTT,Not Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Marcus V. M. Ramos
yErFQgxpnbdCUKXoWJWjmvtCjqFdBdCMHTQXccHTLEKmnbJxuzupKlptTpqSLFavYEgcahguKJNOKHADdlPGJzeecXLEsHlMyhNr,Not Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Jirí Srba
KnCMtifsAkKKhhBXjdQNRLSkubINenMsBBjiPrETREtbUtEUGKjhpALLlsijNUcHDwbDLWBkgGXzNhwzhhXLFYqsoDPYgjbwTBTh,Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Aravind Devanand
fFIcsnlilHyXpgzdbiKUWyFOMxJMMLjcusxKOIsERrRZbtrgQrRguwysxCPJgnhuPclJVdcrOQhLXSxJRXIidZbtIYBIuFFQubPb,Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Yangbo Song
ZaXylOpfXBMGuNzOslaBZvWQAOrzTfhEzefzWaAsSzezKHAdRUNGYSrWrpbxHjxcHxHKQxztRuXUGEjHaZIrMYnWTFoarFvgngXH,Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Noah A. Smith
nugtkVDYdBWSXcvsOiHdcOJrkcNQQgiKTSIXWuyvEqoMikkuMrhqklSDtxWBtMgwdlMECOCZainBwWSgFKTuapjEwLOAbUPgcmzW,Accepted,Electromyography for Teleoperated Tasks in Weightlessness.,Mario R. F. Benevides
xZJguNFOWuiPwJErJoypkJlMFpXVOXwKiieNZPxqilQVxaLjqQPgKXdMhZrvUVdCkAKYiWkfOYhjiiPMafwDUAUrpyeUlwTUFlUV,Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Peter Csaba Ölveczky
jtSyVmirIoiaFzfJeBMiUOWeSDqpWlNboGORmUxYtkaNMUkpnNlPwVvLXqfDpnfGoygSnMMDcatqzhahFnrZGCXSpFmVvLIinSua,Not Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Célia Biane
ujInPLyVqRKEsYJjeabQEIckDFTztYLUsKkhKDBvuvzrDgDevGkANmFbhYKNPXYmsUVSImCDYxoUejoakJsIDMOdEkbtwRGAPlqG,Not Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Hossein Hojjat
JQMvikhjgxRpcQlYFiVAYjMJOZFhHBCkffSLqJRTthDdlyMHkPzPqJPNnhLFzoqSwWYcVEcXcxNDCdRwnecKrOcHjSXVDcyTNnOU,Not Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Guy Zanon
FOeDzaxdYocVhlUNywMFhHLjmGKgjEDFbBeXlsbhxsVMroCNqjoRmDmVeURaaCijOuTrobrrEbHmkCthiShkaEygurmQXJAuqgOW,Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Yacine Jernite
sMrxStLACCmnQjqCOCvASNjDwlmUibIuQgHLInVhIlBulClAcsxEMrIeYDibnRvIDOGZLVKjFOobnZbetcHnAJrhgsItNVjnWNlR,Not Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Ayse Erkan
ezirgxsYSuyDUqOwxDeddkbJqDePZLvQiXRzIZpAzaAfxSwkqfijCPsVbwPWFrWpSuiABZWNJeORLUcoYQuhDqccoyWgROCiMpuH,Not Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Dimitris Bitzas
irFNwtnXMMFJLOOIQVuaQqSZHFrrTdTZzqPSbHIHjTdGyMMFFLgMoqVVzyyBeHrwxhliSlAadyXMESJJsMeplSdNGbtmqnzpIotY,Accepted,Human-Machine Interaction Sensing Technology Based on Hand Gesture Recognition: A Review.,Grit Denker
YfwIblQyuAHRObHGfXzNEloxldoijkFKXoxRYNGKqtmSfNVASDggGFDwRUJYbaosPmdWNHOCAvIbseyCxxatOthHxSrGRwCDtqQx,Accepted,Delivering Critical Stimuli for Decision Making in VR Training: Evaluation Study of a Firefighter Training Scenario.,Félix Carvalho Rodrigues
WVkkVTLPcpwMczQOTuHtttQmbQuliGEKUbZgOHHqefOvRjtNrMAeXLPQrERmIauncTpbtzEYFaheyRNrJoNxgOumfWJMrNuOoDxI,Accepted,Delivering Critical Stimuli for Decision Making in VR Training: Evaluation Study of a Firefighter Training Scenario.,Sávio S. V. Vianna
