paper,volume
The Potential Dual Use of Online Pharmacies.,16
Academic Integrity in a Mandatory Physics Lab: The Influence of Post-Graduate Aspirations and Grade Point Averages.,19
"Editors' Overview: Experiments, Ethics, and New Technologies.",22
Engineering Students' Views of Corporate Social Responsibility: A Case Study from Petroleum Engineering.,23
Aruna Shanbaug: Is Her Demise the End of the Road for Legislation on Euthanasia in India?,22
"Science, Human Nature, and a New Paradigm for Ethics Education.",18
"Embodiment and Estrangement: Results from a First-in-Human ""Intelligent BCI"" Trial.",25
"Standards, Double Standards and No Standards.",21
Data Mining and Privacy of Social Network Sites' Users: Implications of the Data Mining Problem.,21
Sanitary Worker's Death Unnerves Pakistan's Health Care Ethics to the Core.,24
"A New Experience: The Course of Ethics in Engineering in the Department of Civil Engineering, University of Granada.",16
"Book Review: Deborah G. Johnson (2020), Engineering Ethics: Contemporary and Eduring Debates, Yale University Press, New Haven and London, 2020, 189 + index, ISBN: 978-0-300-20924-2.",27
The Donation of Human Biological Material for Brain Organoid Research: The Problems of Consciousness and Consent.,30
Publication Ethics from the Perspective of PhD Students of Health Sciences: A Limited Experience.,18
Standards of Conducts for Biostatisticians and Stem Cell Researchers: A Call for Self-formulated Aspirational Ethics Over Built-in Prohibitive Ethics.,28
A Professor's Moral Thinking at the Abstract Level Versus The Professor's Moral Thinking in the Real Life Situation (Consistency Problem).,17
"Aware, Yet Ignorant: Exploring the Views of Early Career Researchers About Funding and Conflicts of Interests in Science.",23
Complex Governance to Cope with Global Environmental Risk: An Assessment of the United Nations Framework Convention on Climate Change.,16
The Ubuntu Robot: Towards a Relational Conceptual Framework for Intercultural Robotics.,28
Understanding Engineers' Responsibilities: A Prerequisite to Designing Engineering Education.,25
Repentance as Rebuke: Betrayal and Moral Injury in Safety Engineering.,28
Perceptions of Plagiarism by STEM Graduate Students: A Case Study.,21
Dual-Use and Trustworthy? A Mixed Methods Analysis of AI Diffusion Between Civilian and Defense R&D.,28
Specifying the Concept of Future Generations for Addressing Issues Related to High-Level Radioactive Waste.,22
"Science, Ethics and War: A Pacifist's Perspective.",19
Regulation of Stem Cell Technology in Malaysia: Current Status and Recommendations.,26
Users or Students? Privacy in University MOOCS.,22
Integrating Integrity: The Organizational Translation of Policies on Research Integrity.,26
Neuroscience May Supersede Ethics and Law.,18
Surrogates and Artificial Intelligence: Why AI Trumps Family.,26
The Development of a Literacy-Based Research Integrity Assessment Framework for Graduate Students in Taiwan.,28
Frequency and Type of Conflicts of Interest in the Peer Review of Basic Biomedical Research Funding Applications: Self-Reporting Versus Manual Detection.,22
Availability of Research Data in High-Impact Addiction Journals with Data Sharing Policies.,26
Joint Interaction and Mutual Understanding in Social Robotics.,28
Negotiating Plausibility: Intervening in the Future of Nanotechnology.,17
Empowering the Research Community to Investigate Misconduct and Promote Research Integrity and Ethics: New Regulation in Scandinavia.,28
The Effects of Anti-corruption Campaign on Research Grant Reimbursement: Regression Discontinuity Evidence from China.,26
Normalized Paper Credit Assignment: A Solution for the Ethical Dilemma Induced by Multiple Important Authors.,24
"From What to How: An Initial Review of Publicly Available AI Ethics Tools, Methods and Research to Translate Principles into Practices.",26
On Rights-Based Partnerships to Measure Progress in Water and Sanitation.,20
"More Education, Less Administration: Reflections of Neuroimagers' Attitudes to Ethics Through the Qualitative Looking Glass.",18
"Self-Focused Emotions and Ethical Decision-Making: Comparing the Effects of Regulated and Unregulated Guilt, Shame, and Embarrassment.",26
"Ibo van de Poel and David E. Goldberg (eds): Philosophy and Engineering. An Emerging Agenda - Springer, The Netherlands, 2009, ISBN 978-90-481-2803-7/e-ISBN 978-90-481-2804-4.",16
A Simple Framework for Evaluating Authorial Contributions for Scientific Publications.,22
Ensuring PhD Development of Responsible Conduct of Research Behaviors: Who's Responsible?,20
"Leadership, Engineering and Ethical Clashes at Boeing.",27
Equity in AgeTech for Ageing Well in Technology-Driven Places: The Role of Social Determinants in Designing AI-based Assistive Technologies.,28
The Participation and Motivations of Grant Peer Reviewers: A Comprehensive Survey.,26
Awareness of Jordanian Investigators About the Importance of Ethics Review Committees: A Pilot Study.,26
The Roles of Implicit Understanding of Engineering Ethics in Student Teams' Discussion.,23
"How Neurotech Start-Ups Envision Ethical Futures: Demarcation, Deferral, Delegation.",29
Ethics in Publishing: Complexity Science and Human Factors Offer Insights to Develop a Just Culture.,22
Flagrant Misconduct of Reviewers and Editor: A Case Study.,21
"Perceptions of Ethical Climate and Research Pressures in Different Faculties of a University: Cross-Sectional Study at the University of Split, Croatia.",25
The Responsibilities of Engineers.,20
From Sniffer Dogs to Emerging Sniffer Devices for Airport Security: An Opportunity to Rethink Privacy Implications?,20
Individual and Organizational Predictors of the Ethicality of Graduate Students' Responses to Research Integrity Issues.,20
Virtue blindness and hegemony: qualitative evidence of negotiated ethical frameworks in the social language of university research administration.,13
"On Social Attribution: Implications of Recent Cognitive Neuroscience Research for Race, Law, and Politics.",18
"Martin Peterson: The Ethics of Technology: A Geometric Analysis of Five Moral Principles - Oxford University Press, 2017, 252 pp, USD 74.00 (hbk), ISBN: 9780190652265.",24
Ethics of Autonomous Collective Decision-Making: The Caesar Framework.,28
Correction: Equity in AgeTech for Ageing Well in Technology-Driven Places: The Role of Social Determinants in Designing AI-based Assistive Technologies.,28
"Gender and Age Stereotypes in Robotics for Eldercare: Ethical Implications of Stakeholder Perspectives from Technology Development, Industry, and Nursing.",28
To Regulate or Not to Regulate? The Future of Animal Ethics in Experimental Research with Insects.,25
Keeping Disability in Mind: A Case Study in Implantable Brain-Computer Interface Research.,24
Corporate Social Responsibility Practices of Colombian Companies as Perceived by Industrial Engineering Students.,26
A Qualitative Approach to Responsible Conduct of Research (RCR) Training Development: Identification of Metacognitive Strategies.,14
Fake/Bogus Conferences: Their Features and Some Subtle Ways to Differentiate Them from Real Ones.,24
"Possibilities, Intentions and Threats: Dual Use in the Life Sciences Reconsidered.",18
"Retraction: The ""Other Face"" of Research Collaboration?",26
Engineering Ethics Beyond Engineers' Ethics.,19
"Rights for Robots: Artificial Intelligence, Animal and Environmental Law (2020) by Joshua Gellers.",27
"""'Once more unto the Breach': Professional Responsibility and Computer Ethics"" - A Response to: ""A Critique of Positive Responsibility in Computing"".",14
Patients' Awareness About Their Rights: A Study from Coastal South India.,23
The Ethical Education and Perspectives of Chinese Engineering Students: A Preliminary Investigation and Recommendations.,26
The Just War Theory and the Ethical Governance of Research.,19
Politics of Science: Unwarranted Encounters.,22
A Comparative Defense of Self-initiated Prospective Moral Answerability for Autonomous Robot harm.,29
Characteristics of Peer Review Reports: Editor-Suggested Versus Author-Suggested Reviewers.,26
The Principles of Fair Allocation of Peer-Review: How Much Should a Researcher be Expected to Contribute?,21
"Cochlear Implantation, Enhancements, Transhumanism and Posthumanism: Some Human Questions.",22
On the (Non-)Rationality of Human Enhancement and Transhumanism.,28
"Hidden in Plain View: Feminists Doing Engineering Ethics, Engineers Doing Feminist Ethics.",19
Is Human Enhancement also a Personal Matter?,19
Integrity in Postgraduate Research: The Student Voice.,21
How Accused Scientists Deal with Scientific Fraud: View from a Different Culture.,24
Making Choices: Ethical Decisions in a Global Context.,22
Conflict(s) of Interest in Peer Review: Its Origins and Possible Solutions.,20
"The ""Second Place"" Problem: Assistive Technology in Sports and (Re) Constructing Normal.",22
Solving a Wicked Problem in Deep Time: Nuclear Waste Disposal.,27
"Compassion, Ethics, and Neuroscience: Neuroethics Through Buddhist Eyes.",18
Appropriating Video Surveillance for Art and Environmental Awareness: Experiences from ARTiVIS.,24
Developing an Online Data Ethics Module Informed by an Ecology of Data Perspective.,28
Foundations for Value Education in Engineering: The Indian Experience.,21
Educating Engineering Students to Address Bias and Discrimination Within Their Project Teams.,29
Human Genome Editing and Ethical Considerations.,22
Taking Our Own Medicine: On an Experiment in Science Communication.,17
A Case Study of Teaching Social Responsibility to Doctoral Students in the Climate Sciences.,19
Moral Polemics of Far-Reaching Economic Consequences of Antibiotics Overuse.,23
Biological Dual-Use Research and Synthetic Biology of Yeast.,23
Privacy versus Public Health? A Reassessment of Centralised and Decentralised Digital Contact Tracing.,27
Why the Epistemic Objection Against Using Sentience as Criterion of Moral Status is Flawed.,28
Toward a Method for Exposing and Elucidating Ethical Issues with Human Cognitive Enhancement Technologies.,23
Fair Shares: A Preliminary Framework and Case Analyzing the Ethics of Offshoring.,16
Experiments: Why and How?,22
Retracted Publications in the Biomedical Literature from Open Access Journals.,25
Bringing the National Security Agency into the Classroom: Ethical Reflections on Academia-Intelligence Agency Partnerships.,25
